Ultrasonic_Depth_cm,Road_Condition
39.759309738435185,1
13.541612563103712,1
21.948571035281805,1
3.9228190671132976,0
1.2675371707728755,0
48.132420733896254,1
41.79900602561029,1
34.798710304684896,1
20.447647220713495,1
8.664716003542289,1
7.8218521335543025,1
12.512144908229766,1
27.461333235306025,1
35.72979613500312,1
33.009868835886564,1
13.996694847297142,1
47.743264033159704,1
36.89484583478843,1
27.717702625570034,1
30.58603731171761,1
20.980003121389494,1
12.386549475057873,1
17.798633932563078,1
37.892305523218454,1
0.7196744314877934,0
5.803632025345812,1
2.3001321010876374,0
2.0364401159485066,0
42.77302920055036,1
35.18289296900118,1
23.70869145436626,1
4.891708032550074,0
24.58079375584162,1
23.673588539028284,1
8.660093495500758,1
21.692582461898652,1
19.92523671986867,1
30.792504902610823,1
31.75468254338219,1
2.265200488602226,0
18.73063073132356,1
31.29299578571182,1
25.156812929004385,1
42.824492059416116,1
32.93468158094725,1
8.146721354071484,1
3.528437370021492,0
32.12096391031578,1
1.3255655270810907,0
29.288779063673164,1
47.01151207124788,1
28.77370889379395,1
19.408496310326097,1
32.16441092211766,1
22.912644524575832,1
27.280839465796745,1
47.07324043882626,1
19.305131890038712,1
48.05952819119571,1
45.26753209780318,1
9.789556739464821,1
3.4680650437582727,0
5.038900068871333,1
0.9110912825774864,0
4.72214803779642,0
34.150338670817845,1
3.559432423011449,0
15.948781514688065,1
42.24376554847273,1
1.1635967867912933,0
40.72342412944679,1
14.092738738669997,1
5.908241381082813,1
34.836858268207536,1
31.4471423389942,1
43.873600676352645,1
36.75355219019429,1
40.17404651924243,1
14.101728628565324,1
8.871977188986142,1
37.53073758204292,1
40.3417369633632,1
49.52525710003366,1
20.630883845571326,1
18.600904289639157,1
38.82064803709984,1
17.040177012650894,1
46.537866280178235,1
42.92063759215059,1
21.44970136875092,1
37.54355338957487,1
37.727143704234116,1
5.15619344179663,1
45.127645333978336,1
25.262618622392857,1
41.322873305387084,1
16.002480051530586,1
44.77616142481003,1
19.460083936708156,1
0.541882574014918,0
45.26909882096318,1
4.564333839306678,0
15.965681879520744,1
47.50309835254025,1
47.53035734687781,1
28.671894406164306,1
31.591860608489963,1
22.42227609891599,1
14.660538584903227,1
16.4332272684958,1
33.62592280385192,1
37.618726471884,1
39.578952186292426,1
39.48090713972769,1
4.560305152434518,0
24.721015235129073,1
2.877938000832214,0
27.476444116186777,1
22.07652506866885,1
44.38520913791499,1
17.545750627603933,1
5.853350821380293,1
7.149584102641793,1
38.07553158587361,1
30.910903165813053,1
5.0561338061395125,1
4.205340305749871,0
35.048456572956,1
3.6381503182096764,0
41.09300296451781,1
35.31211135782481,1
4.067439032094988,0
4.241885704259596,0
49.33197892505877,1
18.713539787806017,1
18.532107353344546,1
40.63997836287513,1
47.36242886919293,1
49.30005319114355,1
37.66890926294708,1
18.81297927654579,1
4.175035834933438,0
38.85734579637184,1
27.920212486790252,1
21.211100462348814,1
45.3177192547368,1
5.559874115307567,1
24.631255214542957,1
0.5676822383709534,0
23.433032099706313,1
2.8151637840918675,0
5.940895813403596,1
5.876312338855244,1
32.460515105803175,1
37.30224396327117,1
29.168438254857982,1
48.10862742372709,1
18.743528976185203,1
14.285604314093037,1
43.429956409473014,1
11.179791925972632,1
48.161126972030566,1
0.6077237344908171,0
48.493941335381955,1
2.1579955975288057,0
44.557155684903556,1
26.385055454314994,1
49.64823980596502,1
3.689828236769943,0
27.69271422006604,1
48.46512678095495,1
26.15489220850744,1
31.469931906763126,1
34.78743444923086,1
22.727053238388663,1
31.377904004203174,1
29.21571559615501,1
45.057900524549446,1
2.2723190170728937,0
14.048159479611517,1
47.520574203827934,1
44.51318919454582,1
22.782837639285646,1
31.006629890076837,1
13.869059149056634,1
9.406057986188065,1
23.18492024699911,1
17.66761140130264,1
29.182805592543602,1
3.8867318482492417,0
48.71974038330833,1
49.31053722398014,1
34.90808570098726,1
26.80481831720602,1
15.476380814316387,1
40.68975098534743,1
34.23655862769397,1
8.130846967244565,1
45.546359224692125,1
41.12686214615845,1
47.4899956645962,1
36.285975419418,1
30.670759796789493,1
20.912151814530944,1
46.63642416770066,1
43.30319447502042,1
2.2609335053094703,0
1.3183487248626002,0
18.82316834390248,1
40.52766653909165,1
49.363806465747224,1
7.520844555176409,1
29.706535767606756,1
19.044542831551077,1
48.49571989073016,1
42.105946156785436,1
41.91643523555689,1
23.434657989748516,1
20.74097511688326,1
13.670353596535312,1
2.8187748325463557,0
43.23611881275266,1
40.64505045650388,1
49.98588366430653,1
49.831841853695266,1
27.771585280131372,1
38.44937075902553,1
47.238286494121404,1
42.482369533870575,1
12.367405087159883,1
22.527206765504676,1
6.457970757574749,1
47.70255136293612,1
30.308731722544003,1
11.432140275173136,1
33.58503422029283,1
30.90641202289479,1
17.908135901642027,1
5.677879609981451,1
33.57865977963998,1
26.015385045189664,1
38.61591958678196,1
26.00817505559967,1
42.609075015927004,1
27.595341938724278,1
28.046898576769312,1
43.832680132917254,1
20.17414331061985,1
6.700761422532037,1
1.4391338156669486,0
37.75686278368095,1
31.015477567673233,1
35.20398840496118,1
10.648208075445536,1
6.818573779338488,1
0.7272332833940964,0
17.529377940329848,1
29.495884342731653,1
19.612202254986617,1
21.873746101186452,1
45.20793472468742,1
17.41277335116502,1
25.69947445799054,1
39.18265063705715,1
19.827139116063506,1
31.104335011393676,1
43.11818543733726,1
47.4760311828821,1
7.353674046451896,1
46.32938125807472,1
24.60581465397691,1
12.912219414947918,1
22.956787811913067,1
49.00162876427385,1
24.63090469964348,1
16.437580514375412,1
31.67004271583629,1
12.007280938909654,1
3.7931664054331957,0
6.443986095532461,1
6.402291947888622,1
7.595134675614718,1
6.941358632470507,1
32.04373724016073,1
9.094004219957242,1
17.28336416619316,1
44.839420495300594,1
23.69808201314362,1
33.37788692605136,1
8.615993560081492,1
9.614450940433539,1
2.043430813323943,0
8.446753153608228,1
13.92951695159793,1
8.85052421383734,1
4.43512668785278,0
6.03179355503004,1
23.038938401636287,1
10.316685920289625,1
18.213493052403773,1
25.170863542742843,1
34.51974143146826,1
1.9656069920549468,0
39.97051994545213,1
31.39501947454539,1
4.087951597443595,0
43.67893120533886,1
46.04362002659066,1
3.0538979927431873,0
13.843882407360187,1
40.31006398965307,1
37.41298451918292,1
9.226050967818866,1
10.467466166835514,1
18.5236051395691,1
24.226149259551065,1
30.912738576514798,1
18.445681978488622,1
23.126735806657393,1
37.37354690668783,1
1.834160144529895,0
12.621847217201038,1
35.66747929422762,1
44.76034188435997,1
25.583872105783307,1
26.605674263265783,1
5.358600566988803,1
22.370618341172733,1
26.630863322751157,1
12.123525181736483,1
13.462161547469048,1
18.864208155231132,1
1.0035598888863184,0
16.103958279158913,1
10.572400349827232,1
16.374867608895734,1
5.988106590962561,1
44.52636403699475,1
29.679622677702433,1
33.95511595722448,1
39.45856193036691,1
24.922109946452863,1
4.346014404371185,0
26.85532709092739,1
29.342055901043956,1
37.271973709216496,1
21.58297731148397,1
6.379015139778188,1
14.188795289936223,1
18.154114819931756,1
32.295862066580064,1
28.538915233445593,1
17.80483629489231,1
49.32576243964898,1
30.288740967844358,1
11.861339586799724,1
5.089123631020187,1
7.642956959216601,1
12.297886419225406,1
8.034068662977784,1
9.328351202565289,1
14.254758434692356,1
8.66867976473774,1
44.83827123132126,1
4.011687283082111,0
26.225569478512732,1
20.519841349483077,1
49.11893084543032,1
5.601945108402617,1
19.892779952287082,1
48.473521663768445,1
43.275356294699016,1
40.853603547464,1
12.895141352246991,1
8.544379369503291,1
33.43216099622155,1
46.46879945637929,1
27.83814465069649,1
28.580634473494992,1
13.998954683014208,1
38.47464665959684,1
9.352187427876169,1
16.183961820212183,1
21.27182193082084,1
25.38051893422275,1
12.120486620754011,1
5.741841236960177,1
30.53100212208163,1
14.431527662012789,1
29.061911071130613,1
7.718135763710116,1
24.057005092740873,1
26.629471627579292,1
2.5911768411213454,0
16.830213909696027,1
6.720733846948712,1
3.168748523638387,0
49.49801161949726,1
16.117692248736148,1
40.493722292731746,1
12.732032738188192,1
34.075136111196464,1
38.011392994484325,1
29.781937030392214,1
23.57880942750792,1
20.592045707363425,1
17.443413327149766,1
46.476457212391296,1
41.530970389386454,1
48.251345533325626,1
6.214861174277236,1
36.54337376018221,1
46.91702284105189,1
9.061653308283008,1
3.3248133683388748,0
37.056032464502955,1
28.723655658995597,1
42.0914388379136,1
6.988618831314475,1
39.76336559299451,1
10.081366002387227,1
8.182797143285224,1
8.213289896549647,1
40.728736011569104,1
33.25986103481001,1
26.153271238455964,1
17.941524206175124,1
43.86002704065541,1
19.622255371131768,1
40.82997197357886,1
21.95674542851092,1
18.84722147124538,1
23.13398928348032,1
15.068893708207105,1
37.380469008812554,1
25.136019504623956,1
11.610634757340865,1
44.978728663728425,1
19.19456106866057,1
27.17764305569943,1
45.32360554822735,1
31.211899795699605,1
5.844902035418204,1
46.991606180673756,1
31.385402653570893,1
16.745280732854305,1
6.963603633169363,1
39.7012594635148,1
31.003637796425675,1
26.673054598816076,1
44.69462915254788,1
39.42986056122654,1
7.583743986637559,1
15.586103389777412,1
12.424456990723288,1
37.19731462863385,1
1.676621736788969,0
28.494484243565825,1
38.122934287034525,1
43.838281838087475,1
17.104087435795375,1
41.06286523360064,1
5.531586847760361,1
42.32261458672591,1
6.374433116599121,1
19.864364528018363,1
39.86476828897768,1
7.4958713674386885,1
11.462569761632075,1
36.11262841965331,1
36.00182682730372,1
32.057381644264865,1
34.697422223355,1
27.13622216737981,1
12.589952945347637,1
17.284799675195973,1
9.079885840071283,1
45.422528066681416,1
29.169589738306023,1
20.042570838181994,1
23.100290182206635,1
47.36416698059077,1
7.66757015580401,1
29.31149160083986,1
25.2944339442233,1
30.57271177173239,1
0.9055091910420254,0
43.606195447207575,1
46.60591412418062,1
28.256659179460446,1
34.83254119384461,1
46.124969058864785,1
35.36193171566993,1
7.626952145713068,1
28.81441800834066,1
30.335752319142795,1
21.2065335651193,1
36.82221178123614,1
46.718350738450745,1
46.278425645338814,1
22.541968570206606,1
5.661902292037762,1
49.242059948116726,1
41.94490432229671,1
6.2331340601633425,1
46.04209413086862,1
43.49481810310641,1
25.941902856303606,1
29.563771787246463,1
19.95013519350651,1
2.7380819411015667,0
16.759862082295047,1
40.14267242990057,1
0.23160115023014294,0
16.67495858455721,1
19.908434679547167,1
26.869780146896144,1
45.992780820638025,1
17.317299718298063,1
17.347660094811385,1
36.87506240548742,1
22.610897044490358,1
11.230241146999099,1
22.62197580663467,1
7.042851018989992,1
8.819349325311165,1
24.918388636973987,1
20.946272475227396,1
45.742295053405,1
18.119694955831655,1
29.02941751390217,1
31.61321439597652,1
0.6547228294166818,0
33.17686860083553,1
8.901798343487572,1
48.053515873472755,1
7.433136387655647,1
20.731206186351187,1
4.267483403932193,0
49.843712592297365,1
25.10975051656213,1
29.76925086600219,1
3.3538238694213742,0
37.49802351995889,1
10.495279654779289,1
44.90271447203569,1
10.256982024100358,1
9.534386033183328,1
1.827483392404744,0
23.603347255499962,1
28.24205666313082,1
3.2854319714176183,0
38.776380834750526,1
22.66444173740138,1
26.219513466379002,1
22.03813734691141,1
20.0381530437663,1
27.982016565410895,1
7.762012296535625,1
9.096406524763555,1
43.089281050675865,1
47.305773106681634,1
18.665465813987648,1
13.537233657177689,1
32.19997716195079,1
20.43670855490482,1
1.269317783017243,0
7.807629868309518,1
35.798611442369875,1
32.94619709550757,1
1.3547996251741745,0
11.098608096647473,1
11.55373982940357,1
33.59463717993642,1
0.9855268877182077,0
5.2054290992286925,1
39.99580426865947,1
8.92723310271668,1
32.63730539259374,1
11.909139052336325,1
4.972069637967258,0
12.158609549972704,1
36.11334659278296,1
42.784823405314285,1
41.51099322834958,1
19.85917648092274,1
33.40425682853231,1
10.249214770791049,1
14.657386513050664,1
44.81679092605599,1
0.6500961755368018,0
4.2754265427234035,0
10.394312757301366,1
1.3266101936909858,0
9.071771754489866,1
29.152078048484608,1
21.0712275296249,1
44.63358555384874,1
40.87217808692205,1
17.0908675848938,1
12.971171671564624,1
18.984620408363345,1
29.51474712574039,1
13.403182041143813,1
31.2074453924567,1
20.470582609562022,1
27.602359042599012,1
21.806326456765834,1
14.723287977095884,1
47.422665348107834,1
38.18028970798804,1
7.005658788322627,1
43.42339879489564,1
24.371559912475682,1
44.72761134470457,1
39.992762797365764,1
21.26067522346167,1
1.12346541600587,0
13.433867969247304,1
27.081710733043344,1
31.673910991307363,1
12.894384271660114,1
6.967803703641207,1
41.74651183996495,1
49.22010903517761,1
26.28450911513429,1
8.583964292415175,1
13.615366325968449,1
0.9195338273733367,0
45.71494032802495,1
5.887554144507057,1
28.825823775712678,1
13.7027610343603,1
27.708900125789672,1
32.57101941759321,1
41.48709018536008,1
10.32106358803016,1
0.5497914329240239,0
6.844281503440364,1
45.00093209240526,1
43.694503878125765,1
29.870655108515415,1
30.025843021682668,1
33.25183372731277,1
8.76856393117248,1
45.72059729624799,1
20.938526244603654,1
19.156926412474874,1
25.94588526414188,1
2.3482983387527523,0
8.314168437803971,1
36.90168082131852,1
4.139933396256323,0
30.15760547331941,1
12.267455484066048,1
19.464780702098828,1
14.434686838534994,1
17.783635823247458,1
35.95229525921228,1
14.85608578115875,1
28.32023201484486,1
23.802520109954983,1
33.18355826813241,1
46.8414869662379,1
36.62860486051252,1
10.747018929537838,1
1.5591567530642336,0
13.113202214991254,1
29.753896535012743,1
2.5712906742125172,0
24.818312360061817,1
29.84214244584446,1
16.712194540848042,1
38.545610187291096,1
5.32991265668859,1
3.756889086790438,0
36.409437810180165,1
24.774565810309923,1
34.420119821386805,1
21.74136693018731,1
12.320101661955341,1
40.955115883709986,1
39.970793948448964,1
34.73482354272134,1
13.607256861498135,1
29.511533343454353,1
18.04869484700134,1
4.579103666331708,0
45.86567877311214,1
6.84093154594807,1
47.51186769104012,1
22.300288647897787,1
9.256646441930982,1
27.095047368917907,1
43.647291793820415,1
36.61124432047806,1
40.328057393072484,1
32.93916833553587,1
34.613828225892625,1
42.459782578265965,1
12.483400442959297,1
24.471248182157023,1
11.060472090980111,1
49.38340039983235,1
47.202966984330665,1
1.971340568425295,0
35.27875862578442,1
46.26241587078329,1
9.028767256366677,1
28.397261527631475,1
45.774414879402094,1
1.697298929289942,0
34.871013362342,1
14.867450368627539,1
46.21980976882652,1
48.552912258268385,1
47.213324455671696,1
23.71071083287319,1
43.10213254946567,1
42.22746992675352,1
15.955023662162782,1
41.44577370753387,1
1.850381735774631,0
29.81349392410265,1
11.500441864385152,1
6.0283442888639405,1
3.847660081460458,0
34.81443879390699,1
16.993748188403305,1
36.238338576438075,1
3.2678170399471185,0
15.764516891530517,1
26.974564618766863,1
39.53615824194818,1
15.937625146603496,1
31.294568821850454,1
44.29888741180935,1
30.79315940911523,1
11.647973737681689,1
1.220039077826901,0
43.50494369504649,1
1.063470542519357,0
43.73508363420997,1
26.4468567013606,1
46.95338492564481,1
39.93916178868327,1
49.89670552666687,1
17.535590772585508,1
38.35941444655634,1
20.096545680462107,1
23.99378101519544,1
31.375273160918503,1
43.68385570931694,1
49.20417345996476,1
38.41367069322591,1
20.888339108366687,1
21.06785011385351,1
36.879115079444574,1
11.938857288415116,1
5.523705656569733,1
17.731107882038827,1
14.361949582704087,1
14.815406022799504,1
11.680387552495496,1
2.104659481818094,0
0.8936967366706905,0
49.386119486801576,1
21.388656686793116,1
19.216332357984083,1
33.982364134653494,1
10.912694393253208,1
47.49805919751127,1
39.3172507207776,1
4.470550115612975,0
20.87903878924642,1
43.95591537810824,1
47.23660111457051,1
23.370075562493486,1
30.670569460535386,1
8.35169730460376,1
49.558431306848824,1
11.58358506917217,1
47.136588706756285,1
32.482332449618426,1
30.386839743942957,1
25.63442555082543,1
11.533490585887934,1
8.826401600275414,1
11.024310453508768,1
9.321913107212726,1
38.97922367833767,1
17.506262958336507,1
2.8921338281698183,0
48.45513150704057,1
44.18929424817129,1
46.387614159760645,1
49.745391132321764,1
8.694762460974365,1
19.812100945132936,1
37.911923785204564,1
34.80103090268961,1
7.694795316992753,1
40.79165624953089,1
11.222028591833034,1
11.190880741131155,1
26.84872114467068,1
29.646996742085157,1
29.00431039189056,1
4.574341869887744,0
43.87304313151902,1
13.280002129435303,1
6.475746064140209,1
44.43740399344886,1
47.78257491148767,1
43.106380863272534,1
40.475803736243904,1
32.76209903195109,1
27.542868530456964,1
4.349337995570507,0
20.422660653534937,1
18.6344258506157,1
12.98768918801631,1
36.17100568442925,1
24.79378675393854,1
4.052310795382397,0
11.009160097490566,1
34.162938182979794,1
3.8065429745150094,0
42.56034570243843,1
24.757326350698715,1
24.0293288663324,1
29.62038923297588,1
41.234048296257455,1
17.390460395109653,1
33.90080762795318,1
28.28659819978955,1
13.351413508471065,1
43.9314993177579,1
39.871301080346406,1
32.922591732921276,1
42.52908645471209,1
43.364710047990116,1
35.41814883575174,1
41.8506664181836,1
34.87357308346418,1
34.00703858801502,1
30.930568910759217,1
37.63583197788206,1
7.930255264653685,1
44.04353795994642,1
43.5921763872616,1
1.4623641517279573,0
41.290837528238136,1
6.4434933736722595,1
16.755942712957093,1
37.17541281458039,1
8.03799480241541,1
40.89835120595311,1
41.606708897887096,1
25.373386688041812,1
0.319293585841679,0
14.351906658745639,1
30.84634591878711,1
49.059308901371175,1
31.59067635083342,1
12.99017905320799,1
31.700285154980566,1
26.999268985792774,1
38.99226975755718,1
5.349031941347921,1
38.0513951251014,1
27.063328933805515,1
48.149600192949734,1
17.093608301934303,1
31.631094656697407,1
46.60140527550087,1
5.125486399533963,1
46.86142436182256,1
34.394286115040664,1
3.391852955258595,0
15.048178347340812,1
35.40860443226408,1
3.367530073438585,0
29.108523008813663,1
17.294152847647837,1
31.045775888373857,1
2.2871016906256427,0
43.576840307618816,1
48.67444845886985,1
48.44389276428458,1
37.48259158714624,1
6.504312006531599,1
37.913159796451126,1
1.2293458229400755,0
1.1061775764498627,0
16.18051095747706,1
24.432159520233288,1
38.52037089038966,1
34.16476883032526,1
22.295135318837417,1
13.681333314083293,1
49.856225007885556,1
21.30906511179865,1
22.569351216483774,1
8.181191059583458,1
39.740477437496466,1
34.68411128907443,1
11.03848063943802,1
4.119052280792134,0
34.02496510373565,1
32.72556071405676,1
13.662976349910466,1
47.543178112520515,1
7.552894589045012,1
21.616740052130094,1
47.18079600837994,1
20.986365846306114,1
31.92629738320428,1
19.879719898139715,1
13.710760117433502,1
49.19888239799141,1
20.46670031575215,1
44.70496018395672,1
11.497730294554309,1
10.655235201254165,1
1.556704144225568,0
32.58334126879425,1
18.426317186188058,1
43.21791249198185,1
23.66049533457786,1
48.40967139573608,1
9.276275785156058,1
43.43115839778054,1
38.829842639587085,1
38.5460922322026,1
42.239161405844385,1
38.05119954714994,1
31.31101608157077,1
6.562243884119379,1
1.6263089745625958,0
46.04239239078434,1
30.832515726036902,1
39.826864548808814,1
24.076117575627503,1
5.865409448119724,1
6.259289610127522,1
34.27826436144857,1
21.515294744973133,1
10.026236335016836,1
24.579727337071844,1
3.2104468537567046,0
29.09857009571994,1
13.449670221754884,1
39.87795503185941,1
15.518097946178688,1
22.76100745409006,1
0.5810269954050318,0
3.622344389727944,0
19.62467782033424,1
23.996941735856176,1
30.001027405965186,1
14.583128935465162,1
34.74909430632713,1
43.00611985946023,1
38.99254944466749,1
1.9809412674178573,0
24.02534736289145,1
5.246508920908743,1
12.102250793126373,1
49.333129663357326,1
7.124777145075662,1
24.944407672567802,1
30.907786715905956,1
35.1232485272052,1
27.982434174345705,1
0.48854237095918296,0
16.323065412199593,1
25.885582169235573,1
4.393324957241668,0
17.53134656045904,1
1.6601554395683282,0
3.928924857751037,0
19.846163810079805,1
6.635787702153017,1
28.37704241307791,1
34.47324845686329,1
40.029334955454146,1
10.007512212240504,1
8.374129112953488,1
5.228392016720012,1
31.821512477181834,1
35.32378632434506,1
1.5793072412821019,0
46.81061231218449,1
2.5985641825736208,0
27.06481676505352,1
35.453025972545824,1
43.54845618730428,1
35.70434660662139,1
40.08640415348959,1
16.972509627140305,1
40.74125568732561,1
4.005742319233757,0
44.74083280302638,1
27.37961880768681,1
40.864888498124685,1
22.615914225915006,1
32.178884759826246,1
26.320133046805662,1
36.579476087766594,1
4.081499101529479,0
3.01760419952819,0
12.355161700507322,1
7.977234005659417,1
43.589178329610085,1
10.960699367902215,1
48.79326279095657,1
16.844789588555344,1
9.105895784434964,1
39.484925357123956,1
32.935388775043805,1
24.90978582265695,1
27.76817754688156,1
35.96008891361319,1
11.422737066564936,1
49.816695802837096,1
48.73965810733915,1
32.516284317346845,1
9.977122546457256,1
34.01141212156457,1
3.609920448958792,0
1.5326251102903032,0
12.884144425560685,1
23.131147836965816,1
43.413625270419026,1
36.3584534883154,1
37.13532605999905,1
21.27466672240377,1
17.296749627348145,1
18.551938149230136,1
49.38247818680289,1
2.005459570624124,0
43.35157480612243,1
28.93377042861967,1
21.930770959479524,1
36.262883020756824,1
24.333447071235142,1
43.67116190408303,1
45.035093200562926,1
21.08604634367277,1
13.841389861752578,1
29.61751642966811,1
45.61816728083455,1
10.533109450283328,1
31.148329178174137,1
31.578011004626028,1
36.65565112076405,1
6.57838425636299,1
35.79124823410443,1
45.45162603328205,1
8.984155443512098,1
11.877166246193882,1
48.56975470208198,1
9.048847635474488,1
42.71925466847895,1
24.613892822401738,1
12.361553720158852,1
43.53749506362557,1
22.265262750133274,1
25.74086769648451,1
17.961668469988286,1
29.64754257174637,1
8.176193629251138,1
19.554076832588034,1
48.470616116764376,1
12.906671635056377,1
32.83683322706461,1
16.259503211234744,1
38.67365628433003,1
